CN,NN,Rate Constants
COc3ccc(c2nc1ccccc1o2)cc3,O=c2c1cccnc1c3ncccc23,1.07E-05
Fc3ccc(c2nc1ccccc1o2)cc3,O=c2c1cccnc1c3ncccc23,1.07E-05
Clc3ccc(c2nc1ccccc1s2)cc3,O=c2c1cccnc1c3ncccc23,0.069482132
Clc3ccc(c2nc1ccccc1o2)cc3,O=c2c1cccnc1c3ncccc23,0.066050916
Cc2ccc(c1ccc(Cl)cc1)nc2,O=c2c1cccnc1c3ncccc23,0.076980204
FC(F)(F)c3ccc(c2nc1ccccc1s2)cc3,O=c2c1cccnc1c3ncccc23,0.411548012
FC(F)(F)c3ccc(c2nc1ccccc1o2)cc3,O=c2c1cccnc1c3ncccc23,0.243187462
Cc2ccc(c1cccc(C#N)c1)nc2,O=c2c1cccnc1c3ncccc23,1.07E-05
COc2cccc(c1ccc(C)cn1)c2,O=c2c1cccnc1c3ncccc23,1.07E-05
Cc2ccc(c1ccc(S(C)(=O)=O)cc1)nc2,O=c2c1cccnc1c3ncccc23,0.267506208
Cc2ccc(c1ccc(OC(F)(F)F)cc1)nc2,O=c2c1cccnc1c3ncccc23,1.07E-05
Cc3ccc(c2ccc1ccccc1c2)nc3,O=c2c1cccnc1c3ncccc23,1.07E-05
Cc2ccc(c1ccc(C)cn1)cc2,O=c2c1cccnc1c3ncccc23,1.07E-05
Cc4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)nc4,O=c2c1cccnc1c3ncccc23,0.110311838
c4ccc(c3ccc(c2cc(c1ccccc1)ccn2)cc3)cc4,O=c2c1cccnc1c3ncccc23,0.142669978
Fc2ccc(c1ccccn1)cc2,O=c2c1cccnc1c3ncccc23,0.181360141
Cc2ccc(c1cccc(F)c1)nc2,O=c2c1cccnc1c3ncccc23,0.181360141
Cc2ccc(c1ccccc1F)nc2,O=c2c1cccnc1c3ncccc23,1.07E-05
Cc2ccc(c1ccc(F)c(C(F)(F)F)c1)nc2,O=c2c1cccnc1c3ncccc23,1.07E-05
Cc2ccc(c1cccc(Cl)c1)nc2,O=c2c1cccnc1c3ncccc23,1.07E-05
c2ccc(Cc1ccccn1)cc2,O=c2c1cccnc1c3ncccc23,1.07E-05
Cc2ccc(c1ccc(C#N)cc1)nc2,O=c2c1cccnc1c3ncccc23,1.07E-05
CCc2ccc(c1ccccc1)nc2,O=c2c1cccnc1c3ncccc23,1.07E-05
Cc2cnc(c1ccccc1)cc2c3ccccc3,O=c2c1cccnc1c3ncccc23,0.110311838
Fc3ccc(c2cc(c1ccccc1)ccn2)cc3,O=c2c1cccnc1c3ncccc23,0.073794816
CCc2ccc(c1ccc(Cl)cc1)nc2,O=c2c1cccnc1c3ncccc23,0.071813747
Clc3ccc(c2cc(c1ccccc1)ccn2)cc3,O=c2c1cccnc1c3ncccc23,0.181360141
c4ccc(c3ccnc(c2ccc(N1CCCC1)cc2)c3)cc4,O=c2c1cccnc1c3ncccc23,0.090680071
COc3ccc(c2cc(c1ccccc1)ccn2)cc3,O=c2c1cccnc1c3ncccc23,1.07E-05
COc3ccc(c2cc(c1ccccc1)c(C)cn2)cc3,O=c2c1cccnc1c3ncccc23,1.07E-05
CCc2ccc(c1cccc(OC)c1)nc2,O=c2c1cccnc1c3ncccc23,1.07E-05
COc3cccc(c2cc(c1ccccc1)ccn2)c3,O=c2c1cccnc1c3ncccc23,1.07E-05
COc2ccc(c1ccc(C)cn1)cc2,O=c2c1cccnc1c3ncccc23,0.070862572
COc3cccc(c2cc(c1ccccc1)c(C)cn2)c3,O=c2c1cccnc1c3ncccc23,1.07E-05
c4ccc(c3ccnc(c2ccc1ccccc1c2)c3)cc4,O=c2c1cccnc1c3ncccc23,1.07E-05
FC(F)(F)Oc3ccc(c2nc1ccccc1s2)cc3,O=c2c1cccnc1c3ncccc23,1.07E-05
c4ccc3cc(c2nc1ccccc1o2)ccc3c4,O=c2c1cccnc1c3ncccc23,0.18448704
c2ccc(c1ccccn1)cc2,Cc2ccnc(c1cc(C)ccn1)c2,1.070024832
Cc2ccc(c1ccc(F)cc1F)nc2,Cc2ccnc(c1cc(C)ccn1)c2,0.396305493
Cc2ccc(c1ccccc1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,1.070024832
c2ccc(n1cccn1)cc2,Cc2ccnc(c1cc(C)ccn1)c2,0.89168736
c1ccc3c(c1)ccc2cccnc23,Cc2ccnc(c1cc(C)ccn1)c2,0.972749847
Cc3ccc(c2ccc(c1ccccc1)cc2)nc3,Cc2ccnc(c1cc(C)ccn1)c2,1.33753104
Cc2ccc(c1ccc(F)cc1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,0.281585482
c3ccc(c2nc1ccccc1s2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,1.78337472
c3ccc(c2nc1ccccc1o2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,0.764303451
Cc3ccc(c2nc1ccccc1o2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,1.070024832
COc3ccc(c2nc1ccccc1s2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,2.140049664
COc3ccc(c2nc1ccccc1o2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,1.070024832
Fc3ccc(c2nc1ccccc1o2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,0.345169301
Clc3ccc(c2nc1ccccc1s2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,1.78337472
Clc3ccc(c2nc1ccccc1o2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,0.138964264
Cc2ccc(c1ccc(Cl)cc1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,0.535012416
FC(F)(F)c3ccc(c2nc1ccccc1s2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,1.33753104
FC(F)(F)c3ccc(c2nc1ccccc1o2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,0.89168736
Cc2ccc(c1cccc(C#N)c1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,0.267506208
COc2cccc(c1ccc(C)cn1)c2,Cc2ccnc(c1cc(C)ccn1)c2,1.07E-05
Cc2ccc(c1ccc(S(C)(=O)=O)cc1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,1.070024832
Cc2ccc(c1ccc(OC(F)(F)F)cc1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,0.289195901
Cc3ccc(c2ccc1ccccc1c2)nc3,Cc2ccnc(c1cc(C)ccn1)c2,0.89168736
Cc2ccc(c1ccc(C)cn1)cc2,Cc2ccnc(c1cc(C)ccn1)c2,0.44584368
Cc4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)nc4,Cc2ccnc(c1cc(C)ccn1)c2,1.07E-05
c4ccc(c3ccc(c2cc(c1ccccc1)ccn2)cc3)cc4,Cc2ccnc(c1cc(C)ccn1)c2,2.140049664
Fc2ccc(c1ccccn1)cc2,Cc2ccnc(c1cc(C)ccn1)c2,0.89168736
Cc2ccc(c1cccc(F)c1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,1.18891648
Cc2ccc(c1ccccc1F)nc2,Cc2ccnc(c1cc(C)ccn1)c2,1.18891648
Cc2ccc(c1ccc(F)c(C(F)(F)F)c1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,0.563170964
Cc2ccc(c1cccc(Cl)c1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,1.070024832
c2ccc(Cc1ccccn1)cc2,Cc2ccnc(c1cc(C)ccn1)c2,0.16719138
Cc2ccc(c1ccc(C#N)cc1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,0.535012416
CCc2ccc(c1ccccc1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,1.33753104
Cc2cnc(c1ccccc1)cc2c3ccccc3,Cc2ccnc(c1cc(C)ccn1)c2,0.66876552
Fc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,2.140049664
CCc2ccc(c1ccc(Cl)cc1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,0.713349888
Clc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,1.18891648
c4ccc(c3ccnc(c2ccc(N1CCCC1)cc2)c3)cc4,Cc2ccnc(c1cc(C)ccn1)c2,0.314713186
COc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,1.78337472
COc3ccc(c2cc(c1ccccc1)c(C)cn2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,1.33753104
CCc2ccc(c1cccc(OC)c1)nc2,Cc2ccnc(c1cc(C)ccn1)c2,1.07E-05
COc3cccc(c2cc(c1ccccc1)ccn2)c3,Cc2ccnc(c1cc(C)ccn1)c2,1.07E-05
COc2ccc(c1ccc(C)cn1)cc2,Cc2ccnc(c1cc(C)ccn1)c2,0.972749847
COc3cccc(c2cc(c1ccccc1)c(C)cn2)c3,Cc2ccnc(c1cc(C)ccn1)c2,1.07E-05
c4ccc(c3ccnc(c2ccc1ccccc1c2)c3)cc4,Cc2ccnc(c1cc(C)ccn1)c2,1.33753104
FC(F)(F)Oc3ccc(c2nc1ccccc1s2)cc3,Cc2ccnc(c1cc(C)ccn1)c2,1.78337472
c4ccc3cc(c2nc1ccccc1o2)ccc3c4,Cc2ccnc(c1cc(C)ccn1)c2,0.972749847
c2ccc(c1ccccn1)cc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.274365341
Cc2ccc(c1ccc(F)cc1F)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.095537931
Cc2ccc(c1ccccc1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.33438276
c2ccc(n1cccn1)cc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.535012416
c1ccc3c(c1)ccc2cccnc23,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.535012416
Cc3ccc(c2ccc(c1ccccc1)cc2)nc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.764303451
Cc2ccc(c1ccc(F)cc1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.162124975
c3ccc(c2nc1ccccc1s2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.823096024
c3ccc(c2nc1ccccc1o2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.22292184
Cc3ccc(c2nc1ccccc1o2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.382151726
COc3ccc(c2nc1ccccc1s2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.59445824
COc3ccc(c2nc1ccccc1o2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.274365341
Fc3ccc(c2nc1ccccc1o2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.099076373
Clc3ccc(c2nc1ccccc1s2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.823096024
Clc3ccc(c2nc1ccccc1o2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.169845211
Cc2ccc(c1ccc(Cl)cc1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.36897408
FC(F)(F)c3ccc(c2nc1ccccc1s2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.89168736
FC(F)(F)c3ccc(c2nc1ccccc1o2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.274365341
Cc2ccc(c1cccc(C#N)c1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.260981666
COc2cccc(c1ccc(C)cn1)c2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.085601987
Cc2ccc(c1ccc(S(C)(=O)=O)cc1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.535012416
Cc2ccc(c1ccc(OC(F)(F)F)cc1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.232614094
Cc3ccc(c2ccc1ccccc1c2)nc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.324249949
Cc2ccc(c1ccc(C)cn1)cc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.486374924
Cc4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)nc4,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.44584368
c4ccc(c3ccc(c2cc(c1ccccc1)ccn2)cc3)cc4,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.713349888
Fc2ccc(c1ccccn1)cc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.274365341
Cc2ccc(c1cccc(F)c1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.486374924
Cc2ccc(c1ccccc1F)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.36897408
Cc2ccc(c1ccc(F)c(C(F)(F)F)c1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.14459795
Cc2ccc(c1cccc(Cl)c1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.823096024
c2ccc(Cc1ccccn1)cc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.563170964
Cc2ccc(c1ccc(C#N)cc1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.29722912
CCc2ccc(c1ccccc1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.563170964
Cc2cnc(c1ccccc1)cc2c3ccccc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.30572138
Fc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.629426372
CCc2ccc(c1ccc(Cl)cc1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.59445824
Clc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.713349888
c4ccc(c3ccnc(c2ccc(N1CCCC1)cc2)c3)cc4,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.15286069
COc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.629426372
COc3ccc(c2cc(c1ccccc1)c(C)cn2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.535012416
CCc2ccc(c1cccc(OC)c1)nc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,1.07E-05
COc3cccc(c2cc(c1ccccc1)ccn2)c3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.157356593
COc2ccc(c1ccc(C)cn1)cc2,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.33438276
COc3cccc(c2cc(c1ccccc1)c(C)cn2)c3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.079852599
c4ccc(c3ccnc(c2ccc1ccccc1c2)c3)cc4,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.382151726
FC(F)(F)Oc3ccc(c2nc1ccccc1s2)cc3,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.428009933
c4ccc3cc(c2nc1ccccc1o2)ccc3c4,Cc3cnc2c(ccc1c(C)c(C)cnc12)c3C,0.36897408
c2ccc(c1ccccn1)cc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1ccc(F)cc1F)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1ccccc1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
c2ccc(n1cccn1)cc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
c1ccc3c(c1)ccc2cccnc23,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,0.411548012
Cc3ccc(c2ccc(c1ccccc1)cc2)nc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1ccc(F)cc1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
c3ccc(c2nc1ccccc1s2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
c3ccc(c2nc1ccccc1o2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc3ccc(c2nc1ccccc1o2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,0.254767817
COc3ccc(c2nc1ccccc1s2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
COc3ccc(c2nc1ccccc1o2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Fc3ccc(c2nc1ccccc1o2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Clc3ccc(c2nc1ccccc1s2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Clc3ccc(c2nc1ccccc1o2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1ccc(Cl)cc1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
FC(F)(F)c3ccc(c2nc1ccccc1s2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,0.105943053
FC(F)(F)c3ccc(c2nc1ccccc1o2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,0.345169301
Cc2ccc(c1cccc(C#N)c1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
COc2cccc(c1ccc(C)cn1)c2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1ccc(S(C)(=O)=O)cc1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1ccc(OC(F)(F)F)cc1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc3ccc(c2ccc1ccccc1c2)nc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1ccc(C)cn1)cc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)nc4,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
c4ccc(c3ccc(c2cc(c1ccccc1)ccn2)cc3)cc4,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Fc2ccc(c1ccccn1)cc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1cccc(F)c1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,0.29722912
Cc2ccc(c1ccccc1F)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1ccc(F)c(C(F)(F)F)c1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1cccc(Cl)c1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
c2ccc(Cc1ccccn1)cc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2ccc(c1ccc(C#N)cc1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,0.396305493
CCc2ccc(c1ccccc1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Cc2cnc(c1ccccc1)cc2c3ccccc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,0.486374924
Fc3ccc(c2cc(c1ccccc1)ccn2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
CCc2ccc(c1ccc(Cl)cc1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
Clc3ccc(c2cc(c1ccccc1)ccn2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
c4ccc(c3ccnc(c2ccc(N1CCCC1)cc2)c3)cc4,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
COc3ccc(c2cc(c1ccccc1)ccn2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
COc3ccc(c2cc(c1ccccc1)c(C)cn2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
CCc2ccc(c1cccc(OC)c1)nc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
COc3cccc(c2cc(c1ccccc1)ccn2)c3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
COc2ccc(c1ccc(C)cn1)cc2,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
COc3cccc(c2cc(c1ccccc1)c(C)cn2)c3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
c4ccc(c3ccnc(c2ccc1ccccc1c2)c3)cc4,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
FC(F)(F)Oc3ccc(c2nc1ccccc1s2)cc3,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,1.07E-05
c4ccc3cc(c2nc1ccccc1o2)ccc3c4,c4ccc3nc(c2ccc1ccccc1n2)ccc3c4,0.29722912
c2ccc(c1ccccn1)cc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.070024832
Cc2ccc(c1ccc(F)cc1F)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.33438276
Cc2ccc(c1ccccc1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.89168736
c2ccc(n1cccn1)cc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.823096024
c1ccc3c(c1)ccc2cccnc23,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.823096024
Cc3ccc(c2ccc(c1ccccc1)cc2)nc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.713349888
Cc2ccc(c1ccc(F)cc1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.07E-05
c3ccc(c2nc1ccccc1s2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.18891648
c3ccc(c2nc1ccccc1o2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.396305493
Cc3ccc(c2nc1ccccc1o2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.972749847
COc3ccc(c2nc1ccccc1s2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.78337472
COc3ccc(c2nc1ccccc1o2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.356674944
Fc3ccc(c2nc1ccccc1o2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.06484999
Clc3ccc(c2nc1ccccc1s2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.18891648
