CN,NN,Rate Constants
Clc3ccc(c2nc1ccccc1o2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.099076373
Cc2ccc(c1ccc(Cl)cc1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.66876552
FC(F)(F)c3ccc(c2nc1ccccc1s2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.411548012
FC(F)(F)c3ccc(c2nc1ccccc1o2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.18448704
Cc2ccc(c1cccc(C#N)c1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.187723655
COc2cccc(c1ccc(C)cn1)c2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.07E-05
Cc2ccc(c1ccc(S(C)(=O)=O)cc1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.764303451
Cc2ccc(c1ccc(OC(F)(F)F)cc1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.629426372
Cc3ccc(c2ccc1ccccc1c2)nc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.18891648
Cc2ccc(c1ccc(C)cn1)cc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.66876552
Cc4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)nc4,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.07E-05
c4ccc(c3ccc(c2cc(c1ccccc1)ccn2)cc3)cc4,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.78337472
Fc2ccc(c1ccccn1)cc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.07E-05
Cc2ccc(c1cccc(F)c1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.33753104
Cc2ccc(c1ccccc1F)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.535012416
Cc2ccc(c1ccc(F)c(C(F)(F)F)c1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.36897408
Cc2ccc(c1cccc(Cl)c1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.972749847
c2ccc(Cc1ccccn1)cc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.59445824
Cc2ccc(c1ccc(C#N)cc1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.563170964
CCc2ccc(c1ccccc1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.070024832
Cc2cnc(c1ccccc1)cc2c3ccccc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.972749847
Fc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.78337472
CCc2ccc(c1ccc(Cl)cc1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.823096024
Clc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.33753104
c4ccc(c3ccnc(c2ccc(N1CCCC1)cc2)c3)cc4,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.162124975
COc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.528606903
COc3ccc(c2cc(c1ccccc1)c(C)cn2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.18891648
CCc2ccc(c1cccc(OC)c1)nc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.07E-05
COc3cccc(c2cc(c1ccccc1)ccn2)c3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.076430345
COc2ccc(c1ccc(C)cn1)cc2,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.146578744
COc3cccc(c2cc(c1ccccc1)c(C)cn2)c3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.07E-05
c4ccc(c3ccnc(c2ccc1ccccc1c2)c3)cc4,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,1.33753104
FC(F)(F)Oc3ccc(c2nc1ccccc1s2)cc3,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.486374924
c4ccc3cc(c2nc1ccccc1o2)ccc3c4,Cc5cc(c1ccccc1)c4ccc3c(c2ccccc2)cc(C)nc3c4n5,0.465228188
c2ccc(c1ccccn1)cc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.78337472
Cc2ccc(c1ccc(F)cc1F)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.823096024
Cc2ccc(c1ccccc1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.528606903
c2ccc(n1cccn1)cc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.33753104
c1ccc3c(c1)ccc2cccnc23,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.972749847
Cc3ccc(c2ccc(c1ccccc1)cc2)nc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.33753104
Cc2ccc(c1ccc(F)cc1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.713349888
c3ccc(c2nc1ccccc1s2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.18891648
c3ccc(c2nc1ccccc1o2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.713349888
Cc3ccc(c2nc1ccccc1o2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.33753104
COc3ccc(c2nc1ccccc1s2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.528606903
COc3ccc(c2nc1ccccc1o2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.713349888
Fc3ccc(c2nc1ccccc1o2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.248842984
Clc3ccc(c2nc1ccccc1s2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.972749847
Clc3ccc(c2nc1ccccc1o2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.59445824
Cc2ccc(c1ccc(Cl)cc1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.33753104
FC(F)(F)c3ccc(c2nc1ccccc1s2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.070024832
FC(F)(F)c3ccc(c2nc1ccccc1o2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.509535634
Cc2ccc(c1cccc(C#N)c1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.411548012
COc2cccc(c1ccc(C)cn1)c2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.07E-05
Cc2ccc(c1ccc(S(C)(=O)=O)cc1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.528606903
Cc2ccc(c1ccc(OC(F)(F)F)cc1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.070024832
Cc3ccc(c2ccc1ccccc1c2)nc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.972749847
Cc2ccc(c1ccc(C)cn1)cc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.66876552
Cc4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)nc4,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.07E-05
c4ccc(c3ccc(c2cc(c1ccccc1)ccn2)cc3)cc4,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,2.140049664
Fc2ccc(c1ccccn1)cc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.528606903
Cc2ccc(c1cccc(F)c1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.78337472
Cc2ccc(c1ccccc1F)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.18891648
Cc2ccc(c1ccc(F)c(C(F)(F)F)c1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.33753104
Cc2ccc(c1cccc(Cl)c1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.78337472
c2ccc(Cc1ccccn1)cc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.33753104
Cc2ccc(c1ccc(C#N)cc1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.972749847
CCc2ccc(c1ccccc1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.78337472
Cc2cnc(c1ccccc1)cc2c3ccccc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.528606903
Fc3ccc(c2cc(c1ccccc1)ccn2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,2.675062079
CCc2ccc(c1ccc(Cl)cc1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.528606903
Clc3ccc(c2cc(c1ccccc1)ccn2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.33753104
c4ccc(c3ccnc(c2ccc(N1CCCC1)cc2)c3)cc4,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.486374924
COc3ccc(c2cc(c1ccccc1)ccn2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,2.140049664
COc3ccc(c2cc(c1ccccc1)c(C)cn2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.528606903
CCc2ccc(c1cccc(OC)c1)nc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.07E-05
COc3cccc(c2cc(c1ccccc1)ccn2)c3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.07E-05
COc2ccc(c1ccc(C)cn1)cc2,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.33753104
COc3cccc(c2cc(c1ccccc1)c(C)cn2)c3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.07E-05
c4ccc(c3ccnc(c2ccc1ccccc1c2)c3)cc4,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,1.528606903
FC(F)(F)Oc3ccc(c2nc1ccccc1s2)cc3,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.764303451
c4ccc3cc(c2nc1ccccc1o2)ccc3c4,c5ccc(c1ccnc4c1ccc3c(c2ccccc2)ccnc34)cc5,0.629426372
c2ccc(c1ccccn1)cc2,Cc2cc1cccnc1c3ncccc23,0.823096024
Cc2ccc(c1ccc(F)cc1F)nc2,Cc2cc1cccnc1c3ncccc23,0.486374924
Cc2ccc(c1ccccc1)nc2,Cc2cc1cccnc1c3ncccc23,1.070024832
c2ccc(n1cccn1)cc2,Cc2cc1cccnc1c3ncccc23,1.070024832
c1ccc3c(c1)ccc2cccnc23,Cc2cc1cccnc1c3ncccc23,0.89168736
Cc3ccc(c2ccc(c1ccccc1)cc2)nc3,Cc2cc1cccnc1c3ncccc23,1.78337472
Cc2ccc(c1ccc(F)cc1)nc2,Cc2cc1cccnc1c3ncccc23,0.428009933
c3ccc(c2nc1ccccc1s2)cc3,Cc2cc1cccnc1c3ncccc23,1.33753104
c3ccc(c2nc1ccccc1o2)cc3,Cc2cc1cccnc1c3ncccc23,0.535012416
Cc3ccc(c2nc1ccccc1o2)cc3,Cc2cc1cccnc1c3ncccc23,0.89168736
COc3ccc(c2nc1ccccc1s2)cc3,Cc2cc1cccnc1c3ncccc23,1.78337472
COc3ccc(c2nc1ccccc1o2)cc3,Cc2cc1cccnc1c3ncccc23,0.428009933
Fc3ccc(c2nc1ccccc1o2)cc3,Cc2cc1cccnc1c3ncccc23,0.18448704
Clc3ccc(c2nc1ccccc1s2)cc3,Cc2cc1cccnc1c3ncccc23,1.18891648
Clc3ccc(c2nc1ccccc1o2)cc3,Cc2cc1cccnc1c3ncccc23,0.44584368
Cc2ccc(c1ccc(Cl)cc1)nc2,Cc2cc1cccnc1c3ncccc23,0.89168736
FC(F)(F)c3ccc(c2nc1ccccc1s2)cc3,Cc2cc1cccnc1c3ncccc23,1.33753104
FC(F)(F)c3ccc(c2nc1ccccc1o2)cc3,Cc2cc1cccnc1c3ncccc23,0.535012416
Cc2ccc(c1cccc(C#N)c1)nc2,Cc2cc1cccnc1c3ncccc23,0.29722912
COc2cccc(c1ccc(C)cn1)c2,Cc2cc1cccnc1c3ncccc23,1.07E-05
Cc2ccc(c1ccc(S(C)(=O)=O)cc1)nc2,Cc2cc1cccnc1c3ncccc23,1.528606903
Cc2ccc(c1ccc(OC(F)(F)F)cc1)nc2,Cc2cc1cccnc1c3ncccc23,0.59445824
Cc3ccc(c2ccc1ccccc1c2)nc3,Cc2cc1cccnc1c3ncccc23,1.070024832
Cc2ccc(c1ccc(C)cn1)cc2,Cc2cc1cccnc1c3ncccc23,0.713349888
Cc4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)nc4,Cc2cc1cccnc1c3ncccc23,1.07E-05
c4ccc(c3ccc(c2cc(c1ccccc1)ccn2)cc3)cc4,Cc2cc1cccnc1c3ncccc23,2.140049664
Fc2ccc(c1ccccn1)cc2,Cc2cc1cccnc1c3ncccc23,1.18891648
Cc2ccc(c1cccc(F)c1)nc2,Cc2cc1cccnc1c3ncccc23,1.33753104
Cc2ccc(c1ccccc1F)nc2,Cc2cc1cccnc1c3ncccc23,0.972749847
Cc2ccc(c1ccc(F)c(C(F)(F)F)c1)nc2,Cc2cc1cccnc1c3ncccc23,0.713349888
Cc2ccc(c1cccc(Cl)c1)nc2,Cc2cc1cccnc1c3ncccc23,1.528606903
c2ccc(Cc1ccccn1)cc2,Cc2cc1cccnc1c3ncccc23,0.972749847
Cc2ccc(c1ccc(C#N)cc1)nc2,Cc2cc1cccnc1c3ncccc23,0.59445824
CCc2ccc(c1ccccc1)nc2,Cc2cc1cccnc1c3ncccc23,1.33753104
Cc2cnc(c1ccccc1)cc2c3ccccc3,Cc2cc1cccnc1c3ncccc23,1.070024832
Fc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc2cc1cccnc1c3ncccc23,2.140049664
CCc2ccc(c1ccc(Cl)cc1)nc2,Cc2cc1cccnc1c3ncccc23,1.18891648
Clc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc2cc1cccnc1c3ncccc23,1.528606903
c4ccc(c3ccnc(c2ccc(N1CCCC1)cc2)c3)cc4,Cc2cc1cccnc1c3ncccc23,0.209808791
COc3ccc(c2cc(c1ccccc1)ccn2)cc3,Cc2cc1cccnc1c3ncccc23,1.78337472
COc3ccc(c2cc(c1ccccc1)c(C)cn2)cc3,Cc2cc1cccnc1c3ncccc23,1.070024832
CCc2ccc(c1cccc(OC)c1)nc2,Cc2cc1cccnc1c3ncccc23,1.07E-05
COc3cccc(c2cc(c1ccccc1)ccn2)c3,Cc2cc1cccnc1c3ncccc23,1.07E-05
COc2ccc(c1ccc(C)cn1)cc2,Cc2cc1cccnc1c3ncccc23,0.89168736
COc3cccc(c2cc(c1ccccc1)c(C)cn2)c3,Cc2cc1cccnc1c3ncccc23,1.07E-05
c4ccc(c3ccnc(c2ccc1ccccc1c2)c3)cc4,Cc2cc1cccnc1c3ncccc23,1.528606903
FC(F)(F)Oc3ccc(c2nc1ccccc1s2)cc3,Cc2cc1cccnc1c3ncccc23,0.972749847
c4ccc3cc(c2nc1ccccc1o2)ccc3c4,Cc2cc1cccnc1c3ncccc23,0.59445824
c2ccc(c1ccccn1)cc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.428009933
Cc2ccc(c1ccc(F)cc1F)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.267506208
Cc2ccc(c1ccccc1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.509535634
c2ccc(n1cccn1)cc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.486374924
c1ccc3c(c1)ccc2cccnc23,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.66876552
Cc3ccc(c2ccc(c1ccccc1)cc2)nc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.66876552
Cc2ccc(c1ccc(F)cc1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.823096024
c3ccc(c2nc1ccccc1s2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,1.18891648
c3ccc(c2nc1ccccc1o2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.36897408
Cc3ccc(c2nc1ccccc1o2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.486374924
COc3ccc(c2nc1ccccc1s2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,1.18891648
COc3ccc(c2nc1ccccc1o2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.281585482
Fc3ccc(c2nc1ccccc1o2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.093045638
Clc3ccc(c2nc1ccccc1s2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.89168736
Clc3ccc(c2nc1ccccc1o2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.108083316
Cc2ccc(c1ccc(Cl)cc1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.972749847
FC(F)(F)c3ccc(c2nc1ccccc1s2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.89168736
FC(F)(F)c3ccc(c2nc1ccccc1o2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.324249949
Cc2ccc(c1cccc(C#N)c1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.17258465
COc2cccc(c1ccc(C)cn1)c2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,1.07E-05
Cc2ccc(c1ccc(S(C)(=O)=O)cc1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.486374924
Cc2ccc(c1ccc(OC(F)(F)F)cc1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.382151726
Cc3ccc(c2ccc1ccccc1c2)nc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.44584368
Cc2ccc(c1ccc(C)cn1)cc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.36897408
Cc4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)nc4,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,1.07E-05
c4ccc(c3ccc(c2cc(c1ccccc1)ccn2)cc3)cc4,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,1.528606903
Fc2ccc(c1ccccn1)cc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.382151726
Cc2ccc(c1cccc(F)c1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.89168736
Cc2ccc(c1ccccc1F)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.465228188
Cc2ccc(c1ccc(F)c(C(F)(F)F)c1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.33438276
Cc2ccc(c1cccc(Cl)c1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.89168736
c2ccc(Cc1ccccn1)cc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.324249949
Cc2ccc(c1ccc(C#N)cc1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.428009933
CCc2ccc(c1ccccc1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.59445824
Cc2cnc(c1ccccc1)cc2c3ccccc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.396305493
Fc3ccc(c2cc(c1ccccc1)ccn2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,1.33753104
CCc2ccc(c1ccc(Cl)cc1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.486374924
Clc3ccc(c2cc(c1ccccc1)ccn2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.59445824
c4ccc(c3ccnc(c2ccc(N1CCCC1)cc2)c3)cc4,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.117585146
COc3ccc(c2cc(c1ccccc1)ccn2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,1.18891648
COc3ccc(c2cc(c1ccccc1)c(C)cn2)cc3,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,0.823096024
CCc2ccc(c1cccc(OC)c1)nc2,CC1(C)C(=O)C(C)(C)c3c1c2cccnc2c4ncccc34,1.07E-05
